age,friv
483.571,29622936209.633892
483.57,29622103899.043186
483.569,29621271863.50977
483.568,29620440103.042206
483.567,29619608617.64849
483.566,29618777407.336082
483.565,29617946472.111874
483.564,29617115811.982227
483.563,29616285426.952957
483.562,29615455317.029343
483.561,29614625482.216152
483.56,29613795922.51761
483.559,29612966637.93743
483.558,29612137628.478832
483.557,29611308894.144485
483.556,29610480434.9366
483.555,29609652250.856865
483.554,29608824341.90648
483.553,29607996708.08616
483.552,29607169349.396133
483.551,29606342265.836155
483.55,29605515457.40549
483.549,29604688924.10296
483.548,29603862665.926895
483.547,29603036682.87518
483.546,29602210974.945236
483.545,29601385542.13405
483.544,29600560384.438126
483.543,29599735501.853573
483.542,29598910894.376026
483.541,29598086562.000683
483.54,29597262504.722347
483.539,29596438722.535362
483.538,29595615215.433662
483.537,29594791983.410767
483.536,29593969026.45977
483.535,29593146344.57338
483.534,29592323937.743877
483.533,29591501805.963142
483.532,29590679949.222675
483.531,29589858367.51356
483.53,29589037060.826508
483.529,29588216029.151836
483.528,29587395272.479492
483.527,29586574790.79902
483.526,29585754584.099606
483.525,29584934652.37007
483.524,29584114995.598854
483.523,29583295613.77403
483.522,29582476506.88333
483.521,29581657674.914116
483.52,29580839117.853386
483.519,29580020835.68782
483.518,29579202828.40371
483.517,29578385095.98704
483.516,29577567638.42344
483.515,29576750455.698193
483.514,29575933547.796276
483.513,29575116914.7023
483.512,29574300556.400585
483.511,29573484472.875103
483.51,29572668664.109512
483.509,29571853130.08717
483.508,29571037870.791084
483.507,29570222886.203983
483.506,29569408176.308277
483.505,29568593741.086067
483.504,29567779580.51915
483.503,29566965694.58903
483.502,29566152083.27692
483.501,29565338746.563732
483.5,29564525684.43009
483.499,29563712896.85632
483.498,29562900383.822475
483.497,29562088145.30833
483.496,29561276181.29337
483.495,29560464498.77482
483.494,29559653097.73199
483.493,29558841978.14395
483.492,29558031139.989475
483.491,29557220583.248135
483.49,29556410307.899254
483.489,29555600313.921867
483.488,29554790601.294754
483.487,29553981169.99639
483.486,29553172020.004982
483.485,29552363151.298454
483.484,29551554563.85446
483.483,29550746257.6504
483.482,29549938232.663364
483.481,29549130488.870216
483.48,29548323026.24754
483.479,29547515844.771656
483.478,29546708944.418636
483.477,29545902325.16429
483.476,29545095986.98418
483.475,29544289929.853607
483.474,29543484153.747643
483.473,29542678658.641087
483.472,29541873444.508526
483.471,29541068511.324272
483.47,29540263859.062435
483.469,29539459487.69686
483.468,29538655397.20117
483.467,29537851587.548756
483.466,29537048058.71278
483.465,29536244810.666176
483.464,29535441843.381653
483.463,29534639156.83169
483.462,29533836750.988564
483.461,29533034625.824314
483.46,29532232781.31078
483.459,29531431217.41957
483.458,29530629934.122093
483.457,29529828931.389553
483.456,29529028209.192924
483.455,29528227767.502995
483.454,29527427606.290348
483.453,29526627725.525356
483.452,29525828125.178196
483.451,29525028805.218845
483.45,29524229765.617092
483.449,29523431006.34252
483.448,29522632527.36454
483.447,29521834328.652344
483.446,29521036410.174953
483.445,29520238771.901207
483.444,29519441413.799755
483.443,29518644335.839054
483.442,29517847537.987396
483.441,29517051020.212887
483.44,29516254782.483444
483.439,29515458824.766834
483.438,29514663147.030624
483.437,29513867749.24223
483.436,29513072631.368877
483.435,29512277793.377644
483.434,29511483235.235424
483.433,29510688956.90895
483.432,29509894958.36479
483.431,29509101239.569366
483.43,29508307800.48891
483.429,29507514641.089516
483.428,29506721761.337116
483.427,29505929161.197483
483.426,29505136840.63624
483.425,29504344799.618847
483.424,29503553038.110626
483.423,29502761556.076748
483.422,29501970353.48222
483.421,29501179430.291924
483.42,29500388786.470577
483.419,29499598421.98276
483.418,29498808336.79292
483.417,29498018530.86535
483.416,29497229004.1642
483.415,29496439756.6535
483.414,29495650788.297127
483.413,29494862099.058826
483.412,29494073688.902214
483.411,29493285557.790768
483.41,29492497705.687828
483.409,29491710132.55662
483.408,29490922838.360226
483.407,29490135823.06162
483.406,29489349086.62361
483.405,29488562629.008923
483.404,29487776450.180134
483.403,29486990550.099712
483.402,29486204928.729984
483.401,29485419586.033176
483.4,29484634521.97139
483.399,29483849736.506607
483.398,29483065229.60068
483.397,29482281001.215378
483.396,29481497051.312325
483.395,29480713379.853035
483.394,29479929986.798927
483.393,29479146872.111298
483.392,29478364035.751328
483.391,29477581477.680103
483.39,29476799197.85859
483.389,29476017196.24765
483.388,29475235472.80805
483.387,29474454027.50043
483.386,29473672860.28535
483.385,29472891971.123253
483.384,29472111359.97449
483.383,29471331026.799297
483.382,29470550971.557827
483.381,29469771194.210117
483.38,29468991694.716125
483.379,29468212473.035706
483.378,29467433529.128605
483.377,29466654862.954487
483.376,29465876474.472927
483.375,29465098363.643394
483.374,29464320530.425278
483.373,29463542974.777874
483.372,29462765696.660374
483.371,29461988696.03189
483.37,29461211972.851463
483.369,29460435527.078014
483.368,29459659358.670403
483.367,29458883467.5874
483.366,29458107853.787666
483.365,29457332517.22982
483.364,29456557457.87237
483.363,29455782675.673737
483.362,29455008170.59229
483.361,29454233942.58628
483.36,29453459991.613903
483.359,29452686317.633278
483.358,29451912920.602432
483.357,29451139800.479317
483.356,29450366957.22181
483.355,29449594390.787724
483.354,29448822101.134777
483.353,29448050088.220627
483.352,29447278352.002853
483.351,29446506892.43897
483.35,29445735709.48639
483.349,29444964803.1025
483.348,29444194173.244583
483.347,29443423819.869858
483.346,29442653742.935486
483.345,29441883942.39856
483.344,29441114418.216076
483.343,29440345170.345
483.342,29439576198.742218
483.341,29438807503.364532
483.34,29438039084.16871
483.339,29437270941.11143
483.338,29436503074.14933
483.337,29435735483.238956
483.336,29434968168.33682
483.335,29434201129.399353
483.334,29433434366.38293
483.333,29432667879.24387
483.332,29431901667.938427
483.331,29431135732.422794
483.33,29430370072.65311
483.329,29429604688.58546
483.328,29428839580.175854
483.327,29428074747.38027
483.326,29427310190.154606
483.325,29426545908.454716
483.324,29425781902.236397
483.323,29425018171.455395
483.322,29424254716.067394
483.321,29423491536.028034
483.32,29422728631.29289
483.319,29421966001.817493
483.318,29421203647.557323
483.317,29420441568.467808
483.316,29419679764.504314
483.315,29418918235.622173
483.314,29418156981.776657
483.313,29417396002.922993
483.312,29416635299.01636
483.311,29415874870.011875
483.31,29415114715.864635
483.309,29414354836.52966
483.308,29413595231.96194
483.307,29412835902.11642
483.306,29412076846.94799
483.305,29411318066.4115
483.304,29410559560.461754
483.303,29409801329.053516
483.302,29409043372.141487
483.301,29408285689.68036
483.3,29407528281.62474
483.299,29406771147.929237
483.298,29406014288.548386
483.297,29405257703.43668
483.296,29404501392.548595
483.295,29403745355.838543
483.294,29402989593.26091
483.293,29402234104.770023
483.292,29401478890.320198
483.291,29400723949.86569
483.29,29399969283.36072
483.289,29399214890.759476
483.288,29398460772.016094
483.287,29397706927.084694
483.286,29396953355.919346
483.285,29396200058.474083
483.284,29395447034.702896
483.283,29394694284.55976
483.282,29393941807.998596
483.281,29393189604.9733
483.28,29392437675.43772
483.279,29391686019.345684
483.278,29390934636.650978
483.277,29390183527.307354
483.276,29389432691.268547
483.275,29388682128.488228
483.274,29387931838.920055
483.273,29387181822.517662
483.272,29386432079.234627
483.271,29385682609.024513
483.27,29384933411.840855
483.269,29384184487.637146
483.268,29383435836.366848
483.267,29382687457.983402
483.266,29381939352.44021
483.265,29381191519.69066
483.264,29380443959.688084
483.263,29379696672.385807
483.262,29378949657.73712
483.261,29378202915.695282
483.26,29377456446.213528
483.259,29376710249.245056
483.258,29375964324.743053
483.257,29375218672.660675
483.256,29374473292.951027
483.255,29373728185.567215
483.254,29372983350.462315
483.253,29372238787.589367
483.252,29371494496.901386
483.251,29370750478.351376
483.25,29370006731.892296
483.249,29369263257.477093
483.248,29368520055.058693
483.247,29367777124.589973
483.246,29367034466.023823
483.245,29366292079.313084
483.244,29365549964.410572
483.243,29364808121.26909
483.242,29364066549.84142
483.241,29363325250.080307
483.24,29362584221.9385
483.239,29361843465.36869
483.238,29361102980.323574
483.237,29360362766.755814
483.236,29359622824.618053
483.235,29358883153.862923
483.234,29358143754.443012
483.233,29357404626.310917
483.232,29356665769.419186
483.231,29355927183.72036
483.23,29355188869.16697
483.229,29354450825.711502
483.228,29353713053.30645
483.227,29352975551.904266
483.226,29352238321.457397
483.225,29351501361.91826
483.224,29350764673.23927
483.223,29350028255.3728
483.222,29349292108.271225
483.221,29348556231.886894
483.22,29347820626.17214
483.219,29347085291.07927
483.218,29346350226.560585
483.217,29345615432.568367
483.216,29344880909.054867
483.215,29344146655.972343
483.214,29343412673.273018
483.213,29342678960.909103
483.212,29341945518.832798
483.211,29341212346.996273
483.21,29340479445.3517
483.209,29339746813.851223
483.208,29339014452.446976
483.207,29338282361.091076
483.206,29337550539.735622
483.205,29336818988.332703
483.204,29336087706.834393
483.203,29335356695.192745
483.202,29334625953.359802
483.201,29333895481.287594
483.2,29333165278.92814
483.199,29332435346.233433
483.198,29331705683.155464
483.197,29330976289.646206
483.196,29330247165.65762
483.195,29329518311.141647
483.194,29328789726.05023
483.193,29328061410.335278
483.192,29327333363.948704
483.191,29326605586.842403
483.19,29325878078.968258
483.189,29325150840.27814
483.188,29324423870.72391
483.187,29323697170.257404
483.186,29322970738.830463
483.185,29322244576.394913
483.184,29321518682.902557
483.183,29320793058.305202
483.182,29320067702.55463
483.181,29319342615.602623
483.18,29318617797.400944
483.179,29317893247.901352
483.178,29317168967.055588
483.177,29316444954.815384
483.176,29315721211.13247
483.175,29314997735.958557
483.174,29314274529.24535
483.173,29313551590.944534
483.172,29312828921.007805
483.171,29312106519.38683
483.17,29311384386.03327
483.169,29310662520.898792
483.168,29309940923.935028
483.167,29309219595.093613
483.166,29308498534.32618
483.165,29307777741.584354
483.164,29307057216.81973
483.163,29306336959.983917
483.162,29305616971.0285
483.161,29304897249.905067
483.16,29304177796.565197
483.159,29303458610.96044
483.158,29302739693.042377
483.157,29302021042.762543
483.156,29301302660.072483
483.155,29300584544.923737
483.154,29299866697.267822
483.153,29299149117.056267
483.152,29298431804.240578
483.151,29297714758.772263
483.15,29296997980.602814
483.149,29296281469.683727
483.148,29295565225.96648
483.147,29294849249.402557
483.146,29294133539.943413
483.145,29293418097.540524
483.144,29292702922.14534
483.143,29291988013.709305
483.142,29291273372.18387
483.141,29290558997.52047
483.14,29289844889.670532
483.139,29289131048.585487
483.138,29288417474.216743
483.137,29287704166.51572
483.136,29286991125.433815
483.135,29286278350.92244
483.134,29285565842.932983
483.133,29284853601.41683
483.132,29284141626.325367
483.131,29283429917.609978
483.13,29282718475.222027
483.129,29282007299.11289
483.128,29281296389.233925
483.127,29280585745.536484
483.126,29279875367.97193
483.125,29279165256.491604
483.124,29278455411.04685
483.123,29277745831.58901
483.122,29277036518.06941
483.121,29276327470.439377
483.12,29275618688.650246
483.119,29274910172.65333
483.118,29274201922.39995
483.117,29273493937.841408
483.116,29272786218.929016
483.115,29272078765.614082
483.114,29271371577.847897
483.113,29270664655.58176
483.112,29269957998.766964
483.111,29269251607.354794
483.11,29268545481.29653
483.109,29267839620.54346
483.108,29267134025.046852
483.107,29266428694.75799
483.106,29265723629.628136
483.105,29265018829.608555
483.104,29264314294.650513
483.103,29263610024.70527
483.102,29262906019.72408
483.101,29262202279.658195
483.1,29261498804.45887
483.099,29260795594.07736
483.098,29260092648.46489
483.097,29259389967.572716
483.096,29258687551.352074
483.095,29257985399.754204
483.094,29257283512.73033
483.093,29256581890.23169
483.092,29255880532.20952
483.091,29255179438.61503
483.09,29254478609.39945
483.089,29253778044.514004
483.088,29253077743.909916
483.087,29252377707.538395
483.086,29251677935.350655
483.085,29250978427.297916
483.084,29250279183.331383
483.083,29249580203.402267
483.082,29248881487.461773
483.081,29248183035.46111
483.08,29247484847.35148
483.079,29246786923.08408
483.078,29246089262.610115
483.077,29245391865.880787
483.076,29244694732.84728
483.075,29243997863.460796
483.074,29243301257.672535
483.073,29242604915.433678
483.072,29241908836.69542
483.071,29241213021.408947
483.07,29240517469.525455
483.069,29239822180.996124
483.068,29239127155.772144
483.067,29238432393.8047
483.066,29237737895.04497
483.065,29237043659.44414
483.064,29236349686.953392
483.063,29235655977.523907
483.062,29234962531.10686
483.061,29234269347.653435
483.06,29233576427.11481
483.059,29232883769.44216
483.058,29232191374.58666
483.057,29231499242.499485
483.056,29230807373.131813
483.055,29230115766.43483
483.054,29229424422.359684
483.053,29228733340.85757
483.052,29228042521.879654
483.051,29227351965.37711
483.05,29226661671.30111
483.049,29225971639.60283
483.048,29225281870.233433
483.047,29224592363.144093
483.046,29223903118.285984
483.045,29223214135.61028
483.044,29222525415.06815
483.043,29221836956.61076
483.042,29221148760.189285
483.041,29220460825.754894
483.04,29219773153.258762
483.039,29219085742.65206
483.038,29218398593.88596
483.037,29217711706.911625
483.036,29217025081.680237
483.035,29216338718.142956
483.034,29215652616.25097
483.033,29214966775.955437
483.032,29214281197.20754
483.031,29213595879.95843
483.03,29212910824.159317
483.029,29212226029.76134
483.028,29211541496.7157
483.027,29210857224.973553
483.026,29210173214.486084
483.025,29209489465.204464
483.024,29208805977.079872
483.023,29208122750.06349
483.022,29207439784.106487
483.021,29206757079.16005
483.02,29206074635.175346
483.019,29205392452.103565
483.018,29204710529.89589
483.017,29204028868.50349
483.016,29203347467.877563
483.015,29202666327.96928
483.014,29201985448.729828
483.013,29201304830.1104
483.012,29200624472.062172
483.011,29199944374.536343
483.01,29199264537.48409
483.009,29198584960.8566
483.008,29197905644.605083
483.007,29197226588.680706
483.006,29196547793.03468
483.005,29195869257.618187
483.004,29195190982.382427
483.003,29194512967.2786
483.002,29193835212.257893
483.001,29193157717.271515
483.0,29192480482.27066
482.999,29191803507.206535
482.998,29191126792.03034
482.997,29190450336.693275
482.996,29189774141.146553
482.995,29189098198.26397
482.994,29188422507.996403
482.993,29187747070.29474
482.992,29187071885.109863
482.991,29186396952.39158
482.99,29185722272.08971
482.989,29185047844.154068
482.988,29184373668.53449
482.987,29183699745.18085
482.986,29183026074.04306
482.985,29182352655.07103
482.984,29181679488.214725
482.983,29181006573.424133
482.982,29180333910.64926
482.981,29179661499.840137
482.98,29178989340.946842
482.979,29178317433.91945
482.978,29177645778.70809
482.977,29176974375.2629
482.976,29176303223.53405
482.975,29175632323.47174
482.974,29174961675.026184
482.973,29174291278.14763
482.972,29173621132.786346
482.971,29172951238.89264
482.97,29172281596.416817
482.969,29171612205.30923
482.968,29170943065.52025
482.967,29170274177.000263
482.966,29169605539.69969
482.965,29168937153.56898
482.964,29168269018.558582
482.963,29167601134.619
482.962,29166933501.700733
482.961,29166266119.754322
482.96,29165598988.73032
482.959,29164932108.579315
482.958,29164265479.2519
482.957,29163599100.6987
482.956,29162932972.87036
482.955,29162267095.717556
482.954,29161601469.190975
482.953,29160936093.24132
482.952,29160270967.819336
482.951,29159606092.87577
482.95,29158941468.361397
482.949,29158277094.227016
482.948,29157612970.423443
482.947,29156949096.901516
482.946,29156285473.612095
482.945,29155622100.50605
482.944,29154958977.534286
482.943,29154296104.647717
482.942,29153633481.797287
482.941,29152971108.933952
482.94,29152308986.008682
482.939,29151647112.97248
482.938,29150985489.776356
482.937,29150324116.37135
482.936,29149662992.708523
482.935,29149002118.738926
482.934,29148341494.41367
482.933,29147681119.683857
482.932,29147020994.50061
482.931,29146361118.815083
482.93,29145701492.578434
482.929,29145042115.741848
482.928,29144382988.256527
482.927,29143724110.073685
482.926,29143065481.144558
482.925,29142407101.420395
482.924,29141748970.85247
482.923,29141091089.392075
482.922,29140433456.9905
482.921,29139776073.59908
482.92,29139118939.16914
482.919,29138462053.65205
482.918,29137805416.99917
482.917,29137149029.16188
482.916,29136492890.091595
482.915,29135836999.73974
482.914,29135181358.057728
482.913,29134525964.99704
482.912,29133870820.509125
482.911,29133215924.545467
482.91,29132561277.05757
482.909,29131906877.996956
482.908,29131252727.315136
482.907,29130598824.96367
482.906,29129945170.89411
482.905,29129291765.058037
482.904,29128638607.40704
482.903,29127985697.892727
482.902,29127333036.46671
482.901,29126680623.080627
482.9,29126028457.68613
482.899,29125376540.234882
482.898,29124724870.678562
482.897,29124073448.96886
482.896,29123422275.057487
482.895,29122771348.896156
482.894,29122120670.436607
482.893,29121470239.63059
482.892,29120820056.42986
482.891,29120170120.786198
482.89,29119520432.651398
482.889,29118870991.977253
482.888,29118221798.715588
482.887,29117572852.818226
482.886,29116924154.23702
482.885,29116275702.923817
482.884,29115627498.830486
482.883,29114979541.908916
482.882,29114331832.111
482.881,29113684369.388645
482.88,29113037153.69377
482.879,29112390184.978313
482.878,29111743463.194214
482.877,29111096988.293438
482.876,29110450760.227955
482.875,29109804778.949745
482.874,29109159044.410797
482.873,29108513556.56314
482.872,29107868315.358772
482.871,29107223320.749737
482.87,29106578572.688072
482.869,29105934071.125835
482.868,29105289816.015102
482.867,29104645807.307934
482.866,29104002044.95644
482.865,29103358528.91272
482.864,29102715259.128876
482.863,29102072235.55705
482.862,29101429458.149357
482.861,29100786926.857967
482.86,29100144641.63503
482.859,29099502602.432716
482.858,29098860809.203205
482.857,29098219261.898697
482.856,29097577960.47139
482.855,29096936904.8735
482.854,29096296095.057255
482.853,29095655530.974888
482.852,29095015212.578648
482.851,29094375139.82079
482.85,29093735312.653584
482.849,29093095731.029316
482.848,29092456394.90026
482.847,29091817304.21873
482.846,29091178458.93703
482.845,29090539859.007473
482.844,29089901504.382404
482.843,29089263395.01416
482.842,29088625530.855083
482.841,29087987911.857548
482.84,29087350537.973915
482.839,29086713409.15657
482.838,29086076525.3579
482.837,29085439886.530315
482.836,29084803492.626217
482.835,29084167343.59803
